Datum; Uhrzeit;Gesamtanzahl; Anz_Trainingsdaten; Anz_Testdaten; n-Runde; Erfolgsrate; Beispiel-Fehler; Standardabweichung; Konfidenzintervall-Unten; Konfidenzintervall-Oben;Anz_Trainingsdaten; Anz_Epoch; Anz_Perceptron; Anz_IMGVectoren; Anz_GridCols; Anz_GridRows
2024-11-23; 23:10:56; 7499; 4499; 2999; 0; 0,6749; 0,3251; 0,0086; 0,6581; 0,6917; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:10:59; 7499; 4499; 2999; 1; 0,6182; 0,3818; 0,0089; 0,6008; 0,6356; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:02; 7499; 4499; 2999; 2; 0,6526; 0,3474; 0,0087; 0,6355; 0,6696; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:06; 7499; 4499; 2999; 3; 0,6432; 0,3568; 0,0087; 0,6261; 0,6604; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:09; 7499; 4499; 2999; 4; 0,6319; 0,3681; 0,0088; 0,6146; 0,6491; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:12; 7499; 4499; 2999; 5; 0,6526; 0,3474; 0,0087; 0,6355; 0,6696; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:16; 7499; 4499; 2999; 6; 0,6649; 0,3351; 0,0086; 0,6480; 0,6818; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:19; 7499; 4499; 2999; 7; 0,6796; 0,3204; 0,0085; 0,6629; 0,6963; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:22; 7499; 4499; 2999; 8; 0,5952; 0,4048; 0,0090; 0,5776; 0,6128; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:26; 7499; 4499; 2999; 9; 0,6692; 0,3308; 0,0086; 0,6524; 0,6861; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:29; 7499; 4499; 2999; 10; 0,6292; 0,3708; 0,0088; 0,6119; 0,6465; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:32; 7499; 4499; 2999; 11; 0,6822; 0,3178; 0,0085; 0,6656; 0,6989; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:36; 7499; 4499; 2999; 12; 0,6182; 0,3818; 0,0089; 0,6008; 0,6356; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:39; 7499; 4499; 2999; 13; 0,6265; 0,3735; 0,0088; 0,6092; 0,6439; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:42; 7499; 4499; 2999; 14; 0,6639; 0,3361; 0,0086; 0,6470; 0,6808; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:46; 7499; 4499; 2999; 15; 0,6802; 0,3198; 0,0085; 0,6635; 0,6969; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:49; 7499; 4499; 2999; 16; 0,6779; 0,3221; 0,0085; 0,6612; 0,6946; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:52; 7499; 4499; 2999; 17; 0,6886; 0,3114; 0,0085; 0,6720; 0,7051; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:56; 7499; 4499; 2999; 18; 0,6879; 0,3121; 0,0085; 0,6713; 0,7045; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:11:59; 7499; 4499; 2999; 19; 0,6142; 0,3858; 0,0089; 0,5968; 0,6316; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:02; 7499; 4499; 2999; 20; 0,6926; 0,3074; 0,0084; 0,6760; 0,7091; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:06; 7499; 4499; 2999; 21; 0,6712; 0,3288; 0,0086; 0,6544; 0,6880; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:09; 7499; 4499; 2999; 22; 0,6002; 0,3998; 0,0089; 0,5827; 0,6177; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:12; 7499; 4499; 2999; 23; 0,6159; 0,3841; 0,0089; 0,5985; 0,6333; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:16; 7499; 4499; 2999; 24; 0,7192; 0,2808; 0,0082; 0,7032; 0,7353; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:19; 7499; 4499; 2999; 25; 0,6332; 0,3668; 0,0088; 0,6160; 0,6505; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:22; 7499; 4499; 2999; 26; 0,5945; 0,4055; 0,0090; 0,5770; 0,6121; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:25; 7499; 4499; 2999; 27; 0,6742; 0,3258; 0,0086; 0,6575; 0,6910; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:29; 7499; 4499; 2999; 28; 0,6836; 0,3164; 0,0085; 0,6669; 0,7002; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:32; 7499; 4499; 2999; 29; 0,6672; 0,3328; 0,0086; 0,6504; 0,6841; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:35; 7499; 4499; 2999; 30; 0,7266; 0,2734; 0,0081; 0,7106; 0,7425; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:38; 7499; 4499; 2999; 31; 0,6199; 0,3801; 0,0089; 0,6025; 0,6372; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:42; 7499; 4499; 2999; 32; 0,6829; 0,3171; 0,0085; 0,6662; 0,6995; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:45; 7499; 4499; 2999; 33; 0,6836; 0,3164; 0,0085; 0,6669; 0,7002; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:48; 7499; 4499; 2999; 34; 0,6699; 0,3301; 0,0086; 0,6531; 0,6867; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:51; 7499; 4499; 2999; 35; 0,6826; 0,3174; 0,0085; 0,6659; 0,6992; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:54; 7499; 4499; 2999; 36; 0,6259; 0,3741; 0,0088; 0,6086; 0,6432; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:12:58; 7499; 4499; 2999; 37; 0,6339; 0,3661; 0,0088; 0,6166; 0,6511; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:01; 7499; 4499; 2999; 38; 0,6422; 0,3578; 0,0088; 0,6251; 0,6594; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:04; 7499; 4499; 2999; 39; 0,5849; 0,4151; 0,0090; 0,5672; 0,6025; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:07; 7499; 4499; 2999; 40; 0,6389; 0,3611; 0,0088; 0,6217; 0,6561; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:11; 7499; 4499; 2999; 41; 0,6009; 0,3991; 0,0089; 0,5833; 0,6184; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:14; 7499; 4499; 2999; 42; 0,6622; 0,3378; 0,0086; 0,6453; 0,6791; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:17; 7499; 4499; 2999; 43; 0,7259; 0,2741; 0,0081; 0,7099; 0,7419; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:20; 7499; 4499; 2999; 44; 0,6349; 0,3651; 0,0088; 0,6176; 0,6521; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:23; 7499; 4499; 2999; 45; 0,6399; 0,3601; 0,0088; 0,6227; 0,6571; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:27; 7499; 4499; 2999; 46; 0,6666; 0,3334; 0,0086; 0,6497; 0,6834; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:30; 7499; 4499; 2999; 47; 0,7089; 0,2911; 0,0083; 0,6926; 0,7252; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:33; 7499; 4499; 2999; 48; 0,6415; 0,3585; 0,0088; 0,6244; 0,6587; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:36; 7499; 4499; 2999; 49; 0,6092; 0,3908; 0,0089; 0,5917; 0,6267; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:40; 7499; 4499; 2999; 50; 0,6982; 0,3018; 0,0084; 0,6818; 0,7147; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:43; 7499; 4499; 2999; 51; 0,7186; 0,2814; 0,0082; 0,7025; 0,7347; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:46; 7499; 4499; 2999; 52; 0,6392; 0,3608; 0,0088; 0,6220; 0,6564; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:49; 7499; 4499; 2999; 53; 0,7206; 0,2794; 0,0082; 0,7045; 0,7366; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:53; 7499; 4499; 2999; 54; 0,7072; 0,2928; 0,0083; 0,6909; 0,7235; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:56; 7499; 4499; 2999; 55; 0,6682; 0,3318; 0,0086; 0,6514; 0,6851; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:13:59; 7499; 4499; 2999; 56; 0,6676; 0,3324; 0,0086; 0,6507; 0,6844; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:02; 7499; 4499; 2999; 57; 0,6946; 0,3054; 0,0084; 0,6781; 0,7110; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:05; 7499; 4499; 2999; 58; 0,6325; 0,3675; 0,0088; 0,6153; 0,6498; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:09; 7499; 4499; 2999; 59; 0,7036; 0,2964; 0,0083; 0,6872; 0,7199; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:12; 7499; 4499; 2999; 60; 0,6839; 0,3161; 0,0085; 0,6673; 0,7005; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:15; 7499; 4499; 2999; 61; 0,6519; 0,3481; 0,0087; 0,6348; 0,6689; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:18; 7499; 4499; 2999; 62; 0,6445; 0,3555; 0,0087; 0,6274; 0,6617; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:22; 7499; 4499; 2999; 63; 0,6562; 0,3438; 0,0087; 0,6392; 0,6732; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:25; 7499; 4499; 2999; 64; 0,6359; 0,3641; 0,0088; 0,6187; 0,6531; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:28; 7499; 4499; 2999; 65; 0,6579; 0,3421; 0,0087; 0,6409; 0,6749; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:31; 7499; 4499; 2999; 66; 0,6849; 0,3151; 0,0085; 0,6683; 0,7015; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:34; 7499; 4499; 2999; 67; 0,6502; 0,3498; 0,0087; 0,6331; 0,6673; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:38; 7499; 4499; 2999; 68; 0,6736; 0,3264; 0,0086; 0,6568; 0,6903; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:41; 7499; 4499; 2999; 69; 0,6576; 0,3424; 0,0087; 0,6406; 0,6745; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:44; 7499; 4499; 2999; 70; 0,6732; 0,3268; 0,0086; 0,6564; 0,6900; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:47; 7499; 4499; 2999; 71; 0,6506; 0,3494; 0,0087; 0,6335; 0,6676; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:51; 7499; 4499; 2999; 72; 0,7236; 0,2764; 0,0082; 0,7076; 0,7396; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:54; 7499; 4499; 2999; 73; 0,7052; 0,2948; 0,0083; 0,6889; 0,7216; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:14:57; 7499; 4499; 2999; 74; 0,5935; 0,4065; 0,0090; 0,5760; 0,6111; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:00; 7499; 4499; 2999; 75; 0,6289; 0,3711; 0,0088; 0,6116; 0,6462; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:04; 7499; 4499; 2999; 76; 0,5955; 0,4045; 0,0090; 0,5780; 0,6131; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:07; 7499; 4499; 2999; 77; 0,6549; 0,3451; 0,0087; 0,6379; 0,6719; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:10; 7499; 4499; 2999; 78; 0,6589; 0,3411; 0,0087; 0,6419; 0,6759; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:13; 7499; 4499; 2999; 79; 0,7129; 0,2871; 0,0083; 0,6967; 0,7291; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:16; 7499; 4499; 2999; 80; 0,6636; 0,3364; 0,0086; 0,6466; 0,6805; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:20; 7499; 4499; 2999; 81; 0,6085; 0,3915; 0,0089; 0,5911; 0,6260; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:23; 7499; 4499; 2999; 82; 0,7286; 0,2714; 0,0081; 0,7127; 0,7445; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:26; 7499; 4499; 2999; 83; 0,7016; 0,2984; 0,0084; 0,6852; 0,7179; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:29; 7499; 4499; 2999; 84; 0,6579; 0,3421; 0,0087; 0,6409; 0,6749; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:33; 7499; 4499; 2999; 85; 0,6272; 0,3728; 0,0088; 0,6099; 0,6445; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:36; 7499; 4499; 2999; 86; 0,6962; 0,3038; 0,0084; 0,6798; 0,7127; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:39; 7499; 4499; 2999; 87; 0,6819; 0,3181; 0,0085; 0,6652; 0,6986; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:42; 7499; 4499; 2999; 88; 0,6872; 0,3128; 0,0085; 0,6706; 0,7038; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:46; 7499; 4499; 2999; 89; 0,7006; 0,2994; 0,0084; 0,6842; 0,7170; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:49; 7499; 4499; 2999; 90; 0,6579; 0,3421; 0,0087; 0,6409; 0,6749; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:52; 7499; 4499; 2999; 91; 0,7086; 0,2914; 0,0083; 0,6923; 0,7248; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:55; 7499; 4499; 2999; 92; 0,7082; 0,2918; 0,0083; 0,6920; 0,7245; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:15:59; 7499; 4499; 2999; 93; 0,6846; 0,3154; 0,0085; 0,6679; 0,7012; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:16:02; 7499; 4499; 2999; 94; 0,6856; 0,3144; 0,0085; 0,6689; 0,7022; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:16:05; 7499; 4499; 2999; 95; 0,6245; 0,3755; 0,0088; 0,6072; 0,6419; 4499; 400; 3; 20; 20; 2; 2; 
2024-11-23; 23:16:08; 7499; 4499; 2999; 96; 0,6362; 0,3638; 0,0088; 0,6190; 0,6534; 4499; 400; 3; 20; 20; 2; 2; 
